Date,Hebrew_Country,Positive and vaccinated,Positive and vaccinated (not valid),Positive unvaccinated,Vaccinated residents,Vaccinated(not valid) residents,Unvaccinated residents,Country
2021-10-02,ליטא,0,0,0,7,1,0,Lithuania
2021-10-02,קנדה,0,0,0,171,9,0,Canada
2021-10-02,אוקראינה,1,0,0,211,32,0,Ukraine
2021-10-02,מקדוניה,0,0,0,1,0,0,Macedonia
2021-10-02,הודו,0,0,0,4,0,0,India
2021-10-02,גיברלטר,0,0,0,1,0,0,Gibraltar
2021-10-02,הולנד,0,0,0,190,19,0,Netherlands
2021-10-02,אוסטרליה,0,0,0,1,0,0,Australia
2021-10-02,פורטו ריקו,0,0,0,2,0,0,Puerto Rico
2021-10-02,קמרון,0,0,0,0,0,0,Cameroon
2021-10-02,ניו זילנד,0,0,0,0,0,0,New Zealand
2021-10-02,צרפת,0,0,0,473,18,0,France
2021-10-02,אתיופיה,0,0,0,55,22,0,Ethiopia
2021-10-02,אינדונזיה,0,0,0,0,0,0,Indonesia
2021-10-02,מרוקו,0,0,0,3,0,0,Morocco
2021-10-02,רוסיה,0,0,0,30,6,0,Russia
2021-10-02,קולומביה,0,0,0,27,3,0,Colombia
2021-10-02,אירלנד,0,0,0,18,1,0,Ireland
2021-10-02,סינגפור,0,0,0,2,1,0,Singapore
2021-10-02,סלובניה,0,0,0,8,0,0,Slovenia
2021-10-02,גרמניה,0,1,0,313,31,0,Germany
2021-10-02,קוסטה ריקה,0,0,0,22,11,0,Costa Rica
2021-10-02,דרום סודאן,0,0,0,0,1,0,South Sudan
2021-10-02,איי סיישל,0,0,0,8,0,0,Seychelles
2021-10-02,נמיביה,0,0,0,0,1,0,Namibia
2021-10-02,הממלכה המאוחדת,0,0,0,364,14,0,United Kingdom
2021-10-02,מונטנגרו,0,0,0,7,0,0,Montenegro
2021-10-02,אוגנדה,0,0,0,1,4,0,Uganda
2021-10-02,גאורגיה,1,0,0,206,18,0,Georgia
2021-10-02,ברזיל,0,0,0,1,1,0,Brazil
2021-10-02,ארצות הברית,2,0,0,1351,136,0,United States
2021-10-02,ניגריה,0,0,0,4,1,0,Nigeria
2021-10-02,אלבניה,0,0,0,1,1,0,Albania
2021-10-02,הונג קונג,0,0,0,0,0,0,Hong Kong
2021-10-02,איטליה,0,0,0,567,25,0,Italy
2021-10-02,סין,0,0,0,2,0,0,China
2021-10-02,פקיסטן,0,0,0,0,0,0,Pakistan
2021-10-02,פיליפינים,0,0,0,0,0,0,Philippines
2021-10-02,יוון,0,0,0,923,47,0,Greece
2021-10-02,צכיה,0,0,0,598,26,0,Czech Republic
2021-10-02,סרביה,0,0,0,4,0,0,Serbia
2021-10-02,לוכסמבורג,0,0,0,1,0,0,Luxembourg
2021-10-02,מאוריציוס,0,0,0,1,0,0,Mauritius
2021-10-02,טנזניה,0,0,0,31,3,0,Tanzania
2021-10-02,קניה,0,0,0,17,0,0,Kenya
2021-10-02,בלגיה,0,0,0,5,3,0,Belgium
2021-10-02,קפריסין,0,1,0,453,49,0,Cyprus
2021-10-02,ירדן,0,0,0,9,1,0,Jordan
2021-10-02,קרואטיה,0,0,0,14,0,0,Croatia
2021-10-02,בוסניה הרצגובינה,0,0,0,15,2,0,Bosnia and Herzegovina
2021-10-02,רומניה,1,2,0,584,61,0,Romania
2021-10-02,גווטאמלה,0,0,0,4,2,0,Guatemala
2021-10-02,אוסטריה,0,0,0,446,29,0,Austria
2021-10-02,קירג'זסטאן,0,0,0,3,0,0,Kyrgyzstan
2021-10-02,שוודיה,0,0,0,3,0,0,Sweden
2021-10-02,נפאל,0,0,0,4,0,0,Nepal
2021-10-02,הרפ הדומיניקנית,0,0,0,10,0,0,Dominican Harp
2021-10-02,אסטוניה,0,0,0,23,0,0,Estonia
2021-10-02,לטביה,0,0,0,54,9,0,Latvia
2021-10-02,הונגריה,0,0,0,292,10,0,Hungary
2021-10-02,רואנדה,0,0,0,1,0,0,Rwanda
2021-10-02,יפן,0,0,0,0,0,0,Japan
2021-10-02,כלל המדינות,7,5,0,10277,875,0,All Countries
2021-10-03,פיליפינים,0,0,0,0,1,0,Philippines
2021-10-03,מקסיקו,0,0,0,0,0,0,Mexico
2021-10-03,בולגריה,0,0,0,20,21,0,Bulgaria
2021-10-03,סינגפור,0,0,0,2,1,0,Singapore
2021-10-03,גאנה,0,0,0,0,1,0,Ghana
2021-10-03,שוודיה,0,0,0,1,0,0,Sweden
2021-10-03,ארמניה,0,0,0,3,1,0,Armenia
2021-10-03,צרפת,1,0,0,506,62,0,France
2021-10-03,מאלי,0,0,0,4,0,0,Mali
2021-10-03,אוגנדה,0,0,0,3,0,0,Uganda
2021-10-03,איחוד האמירויות הערב,0,1,0,246,33,0,UAE
2021-10-03,פינלנד,0,0,0,1,0,0,Finland
2021-10-03,אוסטריה,1,0,0,370,19,0,Austria
2021-10-03,תאילנד,0,0,0,2,0,0,Thailand
2021-10-03,סיירה ליאונה,0,0,0,0,0,0,Sierra Leone
2021-10-03,אוקראינה,0,1,0,204,47,0,Ukraine
2021-10-03,אקואדור,0,0,0,0,2,0,Ecuador
2021-10-03,הרפ הדומיניקנית,0,0,0,32,2,0,Dominican Harp
2021-10-03,ירדן,0,0,0,109,19,0,Jordan
2021-10-03,יפן,0,0,0,1,2,0,Japan
2021-10-03,קנדה,0,0,0,118,13,0,Canada
2021-10-03,מלטה,0,0,0,1,0,0,Malta
2021-10-03,קניה,0,0,0,0,0,0,Kenya
2021-10-03,אורגוואי,0,0,0,3,1,0,Uruguay
2021-10-03,קולומביה,0,0,0,13,4,0,Colombia
2021-10-03,איסלנד,0,0,0,30,1,0,Iceland
2021-10-03,רומניה,0,1,0,245,21,0,Romania
2021-10-03,אזרביג'אן,0,1,0,87,5,0,Azerbaijan
2021-10-03,גאורגיה,0,0,0,555,47,0,Georgia
2021-10-03,ארגנטינה,0,0,0,8,0,0,Argentina
2021-10-03,קטר,0,0,0,0,0,0,Qatar
2021-10-03,מלדיבים,0,0,0,20,4,0,Maldives
2021-10-03,פורטוגל,0,0,0,60,9,0,Portugal
2021-10-03,ניקרגואה,0,0,0,1,0,0,Nicaragua
2021-10-03,הונג קונג,0,0,0,0,0,0,Hong Kong
2021-10-03,דרום אפריקה,0,0,0,2,1,0,South Africa
2021-10-03,חוף השנהב,0,0,0,3,0,0,Ivory Coast
2021-10-03,הולנד,0,0,0,322,27,0,Netherlands
2021-10-03,קירג'זסטאן,0,0,0,1,0,0,Kyrgyzstan
2021-10-03,בוסניה הרצגובינה,0,0,0,2,2,0,Bosnia and Herzegovina
2021-10-03,קפריסין,0,1,0,629,31,0,Cyprus
2021-10-03,נורבגיה,0,0,0,1,0,0,Norway
2021-10-03,קוריאה הדרומית,0,0,0,6,0,0,South Korea
2021-10-03,קזחסטאן,0,0,0,2,0,0,Kazakhstan
2021-10-03,צכיה,0,0,0,484,37,0,Czech Republic
2021-10-03,קרואטיה,0,0,0,14,4,0,Croatia
2021-10-03,עירק,0,0,0,0,0,0,Iraq
2021-10-03,פנמה,0,0,0,9,7,0,Panama
2021-10-03,הממלכה המאוחדת,0,1,0,461,32,0,United Kingdom
2021-10-03,סרי לנקה (צילון),0,0,0,5,0,0,Sri Lanka (photo)
2021-10-03,ארצות הברית,2,5,0,1652,180,0,United States
2021-10-03,אוזבקיסטן,0,0,0,8,5,0,Uzbekistan
2021-10-03,דומיניקה,0,0,0,1,0,0,Dominica
2021-10-03,הונגריה,0,0,0,558,28,0,Hungary
2021-10-03,ניגריה,0,0,0,1,0,0,Nigeria
2021-10-03,לטביה,0,0,0,1,0,0,Latvia
2021-10-03,מולדובה,0,0,0,76,10,0,Moldova
2021-10-03,יוון,2,0,0,1562,70,0,Greece
2021-10-03,רוסיה,1,3,0,170,37,0,Russia
2021-10-03,תורכיה,0,0,0,45,8,0,Turkey
2021-10-03,ברזיל,0,0,0,2,0,0,Brazil
2021-10-03,איי סיישל,0,0,0,61,4,0,Seychelles
2021-10-03,אנגולה,0,0,0,3,0,0,Angola
2021-10-03,ספרד,0,0,0,334,17,0,Spain
2021-10-03,מקאו,0,0,0,1,0,0,Macau
2021-10-03,מרוקו,0,0,0,18,0,0,Morocco
2021-10-03,גרמניה,1,0,0,609,30,0,Germany
2021-10-03,שוויץ,1,0,0,313,24,0,Switzerland
2021-10-03,בוליביה,0,0,0,1,0,0,Bolivia
2021-10-03,הודו,0,0,0,2,0,0,India
2021-10-03,מונטנגרו,0,0,0,150,2,0,Montenegro
2021-10-03,מצרים,0,2,0,1534,143,0,Egypt
2021-10-03,בילורוסיה,3,0,0,87,14,0,Belarus
2021-10-03,גווטאמלה,0,0,0,4,2,0,Guatemala
2021-10-03,אירלנד,0,0,0,2,2,0,Ireland
2021-10-03,סרביה,0,0,0,20,1,0,Serbia
2021-10-03,פולין,0,0,0,77,0,0,Poland
2021-10-03,דנמרק,0,0,0,79,3,0,Denmark
2021-10-03,אתיופיה,0,0,0,1,0,0,Ethiopia
2021-10-03,אוסטרליה,0,0,0,3,3,0,Australia
2021-10-03,ליטא,1,0,0,97,8,0,Lithuania
2021-10-03,איטליה,0,0,0,1059,43,0,Italy
2021-10-03,בהמס,0,0,0,2,0,0,Bahamas
2021-10-03,ערב הסעודית,0,0,0,2,0,0,Saudi Arabia
2021-10-03,נפאל,0,0,0,3,0,0,Nepal
2021-10-03,בלגיה,1,0,0,64,8,0,Belgium
2021-10-03,פרו,0,0,0,10,4,0,Peru
2021-10-03,קוסטה ריקה,0,0,0,39,7,0,Costa Rica
2021-10-03,כלל המדינות,14,17,0,14181,1237,0,All Countries
2021-10-04,בחריין,0,0,0,37,5,0,Bahrain
2021-10-04,גאורגיה,0,0,0,384,25,0,Georgia
2021-10-04,מוזמביק,0,0,0,2,0,0,Mozambique
2021-10-04,אורגוואי,0,0,0,4,2,0,Uruguay
2021-10-04,איחוד האמירויות הערב,0,0,0,107,10,0,UAE
2021-10-04,מלדיבים,0,0,0,80,1,0,Maldives
2021-10-04,הונג קונג,0,0,0,0,0,0,Hong Kong
2021-10-04,גיברלטר,0,0,0,1,0,0,Gibraltar
2021-10-04,מולדובה,0,0,0,0,0,0,Moldova
2021-10-04,בוסניה הרצגובינה,1,0,0,18,4,0,Bosnia and Herzegovina
2021-10-04,איטליה,0,0,0,738,36,0,Italy
2021-10-04,רואנדה,0,0,0,4,0,0,Rwanda
2021-10-04,פנמה,0,0,0,8,5,0,Panama
2021-10-04,לוכסמבורג,0,0,0,0,0,0,Luxembourg
2021-10-04,פולין,1,0,0,247,14,0,Poland
2021-10-04,איי טורקס וקייקוס,0,0,0,0,0,0,Turks and Caicos Islands
2021-10-04,גאנה,0,0,0,4,0,0,Ghana
2021-10-04,רומניה,1,2,0,397,39,0,Romania
2021-10-04,קמרון,0,0,0,0,0,0,Cameroon
2021-10-04,הרפ הדומיניקנית,0,0,0,4,0,0,Dominican Harp
2021-10-04,בלגיה,0,0,0,95,11,0,Belgium
2021-10-04,ניגריה,0,0,0,1,0,0,Nigeria
2021-10-04,הונגריה,1,1,0,385,17,0,Hungary
2021-10-04,הולנד,0,1,0,197,6,0,Netherlands
2021-10-04,צ'ילה,0,0,0,2,0,0,Chile
2021-10-04,איסלנד,0,0,0,22,0,0,Iceland
2021-10-04,צכיה,0,0,0,444,16,0,Czech Republic
2021-10-04,רוסיה,0,1,0,310,46,0,Russia
2021-10-04,ספרד,0,0,0,382,23,0,Spain
2021-10-04,אוסטריה,1,0,0,802,34,0,Austria
2021-10-04,אזרביג'אן,0,0,0,0,0,0,Azerbaijan
2021-10-04,גרמניה,1,0,0,433,40,0,Germany
2021-10-04,קירג'זסטאן,0,0,0,2,0,0,Kyrgyzstan
2021-10-04,גווטאמלה,0,0,0,6,1,0,Guatemala
2021-10-04,פינלנד,0,0,0,1,0,0,Finland
2021-10-04,מצרים,0,0,0,861,41,0,Egypt
2021-10-04,שוודיה,0,0,0,1,2,0,Sweden
2021-10-04,בילורוסיה,0,0,0,57,4,0,Belarus
2021-10-04,הודו,0,0,0,8,14,0,India
2021-10-04,קניה,0,0,0,3,0,0,Kenya
2021-10-04,פרו,0,0,0,7,5,0,Peru
2021-10-04,תורכמניסטאן,0,0,0,1,0,0,Turkmenistan
2021-10-04,קנדה,0,1,0,84,18,0,Canada
2021-10-04,הממלכה המאוחדת,0,0,0,490,23,0,United Kingdom
2021-10-04,אוקראינה,2,4,0,455,72,0,Ukraine
2021-10-04,קפריסין,0,0,0,391,17,0,Cyprus
2021-10-04,קזחסטאן,0,0,0,2,1,0,Kazakhstan
2021-10-04,אוגנדה,0,0,0,0,1,0,Uganda
2021-10-04,קוסטה ריקה,0,1,0,17,6,0,Costa Rica
2021-10-04,פורטוגל,0,0,0,113,18,0,Portugal
2021-10-04,אנגולה,0,0,0,3,0,0,Angola
2021-10-04,עירק,0,0,0,1,0,0,Iraq
2021-10-04,ונצואלה,0,0,0,2,0,0,Venezuela
2021-10-04,ארמניה,0,0,0,1,0,0,Armenia
2021-10-04,תאילנד,1,0,0,130,10,0,Thailand
2021-10-04,צרפת,1,0,0,544,58,0,France
2021-10-04,אקואדור,0,0,0,4,2,0,Ecuador
2021-10-04,מקסיקו,0,0,0,3,2,0,Mexico
2021-10-04,יפן,0,0,0,2,0,0,Japan
2021-10-04,פיליפינים,0,0,0,1,0,0,Philippines
2021-10-04,תורכיה,0,0,0,46,15,0,Turkey
2021-10-04,זאיר,0,0,0,1,0,0,Zaire
2021-10-04,סרי לנקה (צילון),0,0,0,1,0,0,Sri Lanka (photo)
2021-10-04,זמביה,0,0,0,2,1,0,Zambia
2021-10-04,קרואטיה,0,0,0,16,1,0,Croatia
2021-10-04,אתיופיה,0,0,0,33,12,0,Ethiopia
2021-10-04,טוגו,0,0,0,0,0,0,Togo
2021-10-04,סינגפור,0,0,0,3,1,0,Singapore
2021-10-04,סרביה,0,0,0,3,0,0,Serbia
2021-10-04,דרום אפריקה,0,0,0,19,2,0,South Africa
2021-10-04,מונטנגרו,0,0,0,48,5,0,Montenegro
2021-10-04,אירלנד,0,0,0,2,1,0,Ireland
2021-10-04,אסטוניה,0,0,0,1,0,0,Estonia
2021-10-04,ברזיל,0,0,0,2,1,0,Brazil
2021-10-04,טנזניה,0,0,0,24,8,0,Tanzania
2021-10-04,בולגריה,0,0,0,1,0,0,Bulgaria
2021-10-04,סין,0,0,0,0,1,0,China
2021-10-04,ארצות הברית,18,7,0,1495,211,0,United States
2021-10-04,מרוקו,0,0,0,10,4,0,Morocco
2021-10-04,ארגנטינה,0,0,0,0,0,0,Argentina
2021-10-04,ליטא,0,0,0,4,0,0,Lithuania
2021-10-04,יוון,0,0,0,698,38,0,Greece
2021-10-04,שוויץ,0,0,0,172,26,0,Switzerland
2021-10-04,מקאו,0,0,0,0,1,0,Macau
2021-10-04,מאלי,0,0,0,7,2,0,Mali
2021-10-04,אוסטרליה,0,0,0,5,2,0,Australia
2021-10-04,דנמרק,0,0,0,11,1,0,Denmark
2021-10-04,בהמס,0,0,0,0,1,0,Bahamas
2021-10-04,אלבניה,0,0,0,9,0,0,Albania
2021-10-04,קולומביה,0,0,0,4,1,0,Colombia
2021-10-04,ברבדוס,0,0,0,1,0,0,Barbados
2021-10-04,הונדורס,0,0,0,2,0,0,Honduras
2021-10-04,אל סלבדור,0,0,0,0,0,0,El Salvador
2021-10-04,ליבריה,0,0,0,0,0,0,Liberia
2021-10-04,לטביה,0,0,0,3,1,0,Latvia
2021-10-04,נורבגיה,0,0,0,3,0,0,Norway
2021-10-04,ירדן,0,0,0,53,8,0,Jordan
2021-10-04,אריתראה,0,0,0,0,0,0,Eritrea
2021-10-04,אוזבקיסטן,0,0,0,47,3,0,Uzbekistan
2021-10-04,כלל המדינות,28,18,0,11774,1064,0,All Countries
2021-10-05,טנזניה,0,0,0,3,6,0,Tanzania
2021-10-05,קולומביה,0,0,0,11,2,0,Colombia
2021-10-05,קוסטה ריקה,0,1,0,22,15,0,Costa Rica
2021-10-05,צכיה,1,0,0,300,13,0,Czech Republic
2021-10-05,קמרון,0,0,0,0,0,0,Cameroon
2021-10-05,סין,0,0,0,0,0,0,China
2021-10-05,ניגריה,0,0,0,2,0,0,Nigeria
2021-10-05,אזרביג'אן,0,0,0,38,6,0,Azerbaijan
2021-10-05,פיליפינים,0,0,0,0,0,0,Philippines
2021-10-05,מקסיקו,0,0,0,5,1,0,Mexico
2021-10-05,הממלכה המאוחדת,1,0,0,208,22,0,United Kingdom
2021-10-05,גאורגיה,0,0,0,145,19,0,Georgia
2021-10-05,אסטוניה,0,0,0,6,3,0,Estonia
2021-10-05,איחוד האמירויות הערב,0,0,0,123,11,0,UAE
2021-10-05,גרמניה,0,0,0,385,25,0,Germany
2021-10-05,גרנדה,0,0,0,1,0,0,Grande
2021-10-05,רואנדה,0,0,0,0,0,0,Rwanda
2021-10-05,דרום אפריקה,0,0,0,32,3,0,South Africa
2021-10-05,אוסטריה,0,0,0,334,19,0,Austria
2021-10-05,פנמה,0,0,0,7,2,0,Panama
2021-10-05,סרביה,0,0,0,4,0,0,Serbia
2021-10-05,קזחסטאן,0,0,0,3,0,0,Kazakhstan
2021-10-05,פרו,0,0,0,14,16,0,Peru
2021-10-05,אירלנד,0,0,0,9,0,0,Ireland
2021-10-05,פולין,0,0,0,185,9,0,Poland
2021-10-05,מקדוניה,0,0,0,0,0,0,Macedonia
2021-10-05,הרפ הדומיניקנית,0,0,0,9,3,0,Dominican Harp
2021-10-05,הונגריה,0,0,0,389,13,0,Hungary
2021-10-05,בולגריה,0,0,0,2,0,0,Bulgaria
2021-10-05,אוזבקיסטן,0,0,0,4,1,0,Uzbekistan
2021-10-05,איסלנד,0,0,0,22,0,0,Iceland
2021-10-05,גווטאמלה,0,0,0,0,1,0,Guatemala
2021-10-05,פינלנד,0,0,0,1,0,0,Finland
2021-10-05,קפריסין,0,0,0,222,8,0,Cyprus
2021-10-05,פורטוגל,0,0,0,25,1,0,Portugal
2021-10-05,בילורוסיה,0,2,0,48,12,0,Belarus
2021-10-05,קרואטיה,0,0,0,3,1,0,Croatia
2021-10-05,פולינזיה הצרפתית,0,0,0,2,0,0,French Polynesia
2021-10-05,נורבגיה,0,0,0,3,0,0,Norway
2021-10-05,הולנד,0,0,0,48,9,0,Netherlands
2021-10-05,אוגנדה,0,0,0,0,4,0,Uganda
2021-10-05,ברזיל,0,0,0,0,1,0,Brazil
2021-10-05,ספרד,0,0,0,258,24,0,Spain
2021-10-05,אנגולה,0,0,0,3,1,0,Angola
2021-10-05,תורכיה,0,1,0,41,18,0,Turkey
2021-10-05,לטביה,0,0,0,43,2,0,Latvia
2021-10-05,צרפת,0,0,0,522,62,0,France
2021-10-05,אוקראינה,0,1,0,307,53,0,Ukraine
2021-10-05,יפן,0,0,0,0,0,0,Japan
2021-10-05,יוון,0,0,0,628,32,0,Greece
2021-10-05,אל סלבדור,0,0,0,0,0,0,El Salvador
2021-10-05,ירדן,0,0,0,25,7,0,Jordan
2021-10-05,קוריאה הדרומית,0,0,0,0,0,0,South Korea
2021-10-05,בלגיה,0,0,0,6,1,0,Belgium
2021-10-05,ברבדוס,0,0,0,1,0,0,Barbados
2021-10-05,מרוקו,0,0,0,60,8,0,Morocco
2021-10-05,שוויץ,0,0,0,151,9,0,Switzerland
2021-10-05,חוף השנהב,0,0,0,1,0,0,Ivory Coast
2021-10-05,מלדיבים,0,0,0,10,0,0,Maldives
2021-10-05,צ'ילה,0,0,0,0,0,0,Chile
2021-10-05,נפאל,0,0,0,7,0,0,Nepal
2021-10-05,שוודיה,0,0,0,3,0,0,Sweden
2021-10-05,מולדובה,0,0,0,14,10,0,Moldova
2021-10-05,פרגוואי,0,0,0,0,0,0,Paraguay
2021-10-05,ארגנטינה,0,0,0,15,10,0,Argentina
2021-10-05,רומניה,0,0,0,91,9,0,Romania
2021-10-05,איטליה,0,0,0,250,9,0,Italy
2021-10-05,סרי לנקה (צילון),0,0,0,2,0,0,Sri Lanka (photo)
2021-10-05,ארמניה,0,0,0,0,0,0,Armenia
2021-10-05,קנדה,0,0,0,194,19,0,Canada
2021-10-05,הודו,0,0,0,3,0,0,India
2021-10-05,אתיופיה,0,0,0,25,9,0,Ethiopia
2021-10-05,גיברלטר,0,0,0,0,0,0,Gibraltar
2021-10-05,זמביה,0,0,0,1,0,0,Zambia
2021-10-05,צאד,0,0,0,0,1,0, Tsad 
2021-10-05,רוסיה,1,1,0,177,43,0,Russia
2021-10-05,קטר,0,0,0,0,0,0,Qatar
2021-10-05,אורגוואי,0,0,0,1,2,0,Uruguay
2021-10-05,טג'יקיסטאן,0,0,0,1,0,0,Tajikistan
2021-10-05,ארצות הברית,3,2,0,1138,177,0,United States
2021-10-05,גאנה,0,0,0,0,0,0,Ghana
2021-10-05,אלבניה,0,0,0,5,1,0,Albania
2021-10-05,ליטא,0,0,0,5,0,0,Lithuania
2021-10-05,קניה,0,0,0,6,0,0,Kenya
2021-10-05,אקואדור,0,0,0,0,2,0,Ecuador
2021-10-05,מונטנגרו,0,0,0,3,0,0,Montenegro
2021-10-05,אוסטרליה,0,0,0,3,0,0,Australia
2021-10-05,דנמרק,0,0,0,10,0,0,Denmark
2021-10-05,ונצואלה,0,0,0,0,0,0,Venezuela
2021-10-05,מצרים,0,0,0,702,60,0,Egypt
2021-10-05,כלל המדינות,7,8,0,7836,870,0,All Countries
2021-10-06,ליטא,0,0,0,2,0,0,Lithuania
2021-10-06,הודו,0,0,0,0,0,0,India
2021-10-06,אוסטרליה,0,0,0,0,1,0,Australia
2021-10-06,הולנד,0,1,0,132,18,0,Netherlands
2021-10-06,איטליה,1,0,0,330,12,0,Italy
2021-10-06,בורקינה פאסו,0,0,0,1,0,0,Burkina Faso
2021-10-06,גאנה,0,0,0,1,0,0,Ghana
2021-10-06,קולומביה,0,0,0,1,2,0,Colombia
2021-10-06,סין,0,0,0,0,0,0,China
2021-10-06,צכיה,0,0,0,228,13,0,Czech Republic
2021-10-06,אזרביג'אן,0,0,0,3,0,0,Azerbaijan
2021-10-06,בולגריה,0,0,0,31,17,0,Bulgaria
2021-10-06,בחריין,0,0,0,1,0,0,Bahrain
2021-10-06,אסטוניה,0,0,0,5,0,0,Estonia
2021-10-06,מלטה,0,0,0,1,0,0,Malta
2021-10-06,גבון,0,0,0,1,1,0,Gabon
2021-10-06,קרואטיה,0,0,0,4,0,0,Croatia
2021-10-06,מוזמביק,0,0,0,2,0,0,Mozambique
2021-10-06,בילורוסיה,0,0,0,25,4,0,Belarus
2021-10-06,אוזבקיסטן,0,0,0,0,0,0,Uzbekistan
2021-10-06,קזחסטאן,0,0,0,3,0,0,Kazakhstan
2021-10-06,פולין,0,0,0,81,1,0,Poland
2021-10-06,איחוד האמירויות הערב,0,0,0,178,28,0,UAE
2021-10-06,גרמניה,0,0,0,341,17,0,Germany
2021-10-06,ספרד,0,0,0,190,3,0,Spain
2021-10-06,קוסטה ריקה,0,0,0,24,9,0,Costa Rica
2021-10-06,פינלנד,0,0,0,25,3,0,Finland
2021-10-06,מונטנגרו,0,0,0,41,0,0,Montenegro
2021-10-06,מלדיבים,0,0,0,8,2,0,Maldives
2021-10-06,איי סיישל,0,0,0,73,4,0,Seychelles
2021-10-06,פורטוגל,1,0,0,41,8,0,Portugal
2021-10-06,מקסיקו,0,0,0,1,0,0,Mexico
2021-10-06,בלגיה,0,0,0,5,0,0,Belgium
2021-10-06,הממלכה המאוחדת,0,1,0,270,21,0,United Kingdom
2021-10-06,ערב הסעודית,0,0,0,1,0,0,Saudi Arabia
2021-10-06,נפאל,0,0,0,2,0,0,Nepal
2021-10-06,קפריסין,0,0,0,358,16,0,Cyprus
2021-10-06,סרי לנקה (צילון),0,0,0,9,0,0,Sri Lanka (photo)
2021-10-06,שוויץ,0,0,0,96,9,0,Switzerland
2021-10-06,סינגפור,0,0,0,0,0,0,Singapore
2021-10-06,דרום אפריקה,0,0,0,15,0,0,South Africa
2021-10-06,קוריאה הדרומית,0,0,0,0,0,0,South Korea
2021-10-06,טנזניה,0,0,0,109,2,0,Tanzania
2021-10-06,גווטאמלה,0,0,0,1,0,0,Guatemala
2021-10-06,איי טורקס וקייקוס,0,0,0,1,0,0,Turks and Caicos Islands
2021-10-06,אלבניה,0,0,0,0,0,0,Albania
2021-10-06,אירלנד,0,0,0,7,0,0,Ireland
2021-10-06,זאיר,0,0,0,0,0,0,Zaire
2021-10-06,אוסטריה,0,0,0,329,16,0,Austria
2021-10-06,מאוריציוס,0,0,0,1,0,0,Mauritius
2021-10-06,ארצות הברית,2,8,0,893,156,0,United States
2021-10-06,דנמרק,0,0,0,6,0,0,Denmark
2021-10-06,שוודיה,0,0,0,1,2,0,Sweden
2021-10-06,פרו,0,0,0,4,5,0,Peru
2021-10-06,רואנדה,0,0,0,0,0,0,Rwanda
2021-10-06,ברזיל,0,0,0,9,0,0,Brazil
2021-10-06,פנמה,0,1,0,6,9,0,Panama
2021-10-06,תורכמניסטאן,0,0,0,1,0,0,Turkmenistan
2021-10-06,נורבגיה,0,0,0,1,3,0,Norway
2021-10-06,אוגנדה,0,0,0,3,0,0,Uganda
2021-10-06,תורכיה,0,0,0,64,15,0,Turkey
2021-10-06,אקואדור,0,0,0,0,2,0,Ecuador
2021-10-06,איסלנד,0,0,0,10,0,0,Iceland
2021-10-06,טיוואן,0,0,0,0,0,0,Taiwan
2021-10-06,ניגריה,0,0,0,1,2,0,Nigeria
2021-10-06,תאילנד,0,0,0,3,3,0,Thailand
2021-10-06,יוון,0,0,0,517,37,0,Greece
2021-10-06,רוסיה,0,0,0,132,18,0,Russia
2021-10-06,הרפ הדומיניקנית,0,0,0,2,0,0,Dominican Harp
2021-10-06,הונגריה,0,0,0,364,19,0,Hungary
2021-10-06,פיליפינים,0,0,0,0,0,0,Philippines
2021-10-06,מצרים,1,0,0,867,55,0,Egypt
2021-10-06,ירדן,0,2,0,31,11,0,Jordan
2021-10-06,אוקראינה,1,1,0,180,26,0,Ukraine
2021-10-06,ארגנטינה,0,0,0,0,0,0,Argentina
2021-10-06,סרביה,0,0,0,1,0,0,Serbia
2021-10-06,גאורגיה,0,0,0,185,11,0,Georgia
2021-10-06,ארמניה,0,0,0,2,0,0,Armenia
2021-10-06,קירג'זסטאן,0,0,0,1,1,0,Kyrgyzstan
2021-10-06,רומניה,0,1,0,188,11,0,Romania
2021-10-06,קנדה,0,0,0,91,10,0,Canada
2021-10-06,בוסניה הרצגובינה,0,0,0,13,3,0,Bosnia and Herzegovina
2021-10-06,צרפת,0,1,0,462,70,0,France
2021-10-06,ליבריה,0,0,0,1,0,0,Liberia
2021-10-06,אנגולה,0,0,0,2,0,0,Angola
2021-10-06,גויאנה הצרפתית,0,0,0,2,0,0,French Guiana
2021-10-06,מרוקו,0,0,0,6,0,0,Morocco
2021-10-06,ונצואלה,0,0,0,3,1,0,Venezuela
2021-10-06,יפן,0,0,0,1,0,0,Japan
2021-10-06,קוסובו,0,0,0,2,0,0,Kosovo
2021-10-06,דומיניקה,0,0,0,1,0,0,Dominica
2021-10-06,קניה,0,0,0,2,0,0,Kenya
2021-10-06,אתיופיה,0,0,0,24,9,0,Ethiopia
2021-10-06,כלל המדינות,7,18,0,7637,760,0,All Countries
2021-10-07,קולומביה,0,0,0,15,5,0,Colombia
2021-10-07,יפן,0,0,0,2,0,0,Japan
2021-10-07,אתיופיה,1,0,0,31,4,0,Ethiopia
2021-10-07,צ'ילה,0,0,0,1,0,0,Chile
2021-10-07,אוסטרליה,0,0,0,1,0,0,Australia
2021-10-07,תורכיה,0,1,0,99,12,0,Turkey
2021-10-07,סרביה,0,0,0,52,2,0,Serbia
2021-10-07,אירלנד,0,0,0,4,0,0,Ireland
2021-10-07,מונטנגרו,0,0,0,73,0,0,Montenegro
